name,price,category,timestamp
Laptop HD de 156 Polegadas 100‑240 V 7000 MAh Laptop PC Rosa 24 G 5 G WIFI para Jogos para Windfows 11 (32+2 TB plugue americano),,notebooks,2023-08-31 13:40:54
PC Portátil Rosa 100‑240 V 156 Polegadas HD Portátil 24 G 5 G WIFI 7000 MAh CPU de 4 Núcleos para Jogos para Windfows 11 (32+256G plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop de Escritório Tela Sensível Ao Toque de 14 Polegadas 16 GB DDR4 RAM Laptop para Jogos para Viagens (16 GB + 128 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop Digital Laptop para Jogos Câmera de 16 Polegadas 19 MP Bateria de Polímero de Lítio 16 GB de RAM Com Adaptador de Energia para Recreação para 11 (16 GB + 512 GB,,notebooks,2023-08-31 13:40:54
Laptop Portátil 16 GB de RAM Câmera de 19 MP 42 5000 MAh Turbo 29 GHz Laptop Digital de 16 Polegadas Com Tampa de Substituição para Vídeo para Jogos (16 GB + 256 GB,,notebooks,2023-08-31 13:40:54
Laptop para Jogos Laptop Empresarial 156 pol. Tela Sensível Ao Toque Multimodo 12 GB DDR5 RAM Leitor de Impressão Digital para Viagem (plugue americano 256 GB),,notebooks,2023-08-31 13:40:54
Laptop Inteligente 29 GHz Turbo 19 MP Câmera Tea Black Quad Core 14 Polegadas Laptop Portátil para Jogos para 11 (16 GB + 512 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas 8GB DDR4 128GB SSD 2.4G 5G WIFI 100-240V BT4.2 Laptops Computador para Jogos para 11 (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop FHD de 156 Polegadas I7 1165G7 CPU de 11ª Geração 100-240 V Cinza 16 GB de RAM Business Notebook Laptop de Alta Velocidade para Jogos (1T plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Teclado Retroiluminado Leitor de Impressão Digital Ultrafino 8 GB de RAM 128 GB SSD FHD Tela IPS para Estudantes para Jogar (8+128G plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Portátil chá Preto 14 Polegadas Laptop Inteligente Resolução 1920 X 1200 16 GB RAM para Educação a Distância para Jogos (16 GB + 256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop para Jogos 5000mAh Dual Band WiFi Quad Core CPU 156 Polegadas 16GB RAM Business Notebook Câmera Magnética HD IPS para Trabalho (16G+128G plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas Laptop PC Ultra Fino 8 GB DDR4 RAM 1920 X 1080 para 11 para Jogos (256 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop para Jogos FHD Dissipador de Calor Duplo DDR4 8G 15.6in Laptop 16:9 15.6in Screen 1920x1080Ips Com Luz de Fundo de Impressão Digital para Viagens (8+256G Plugue dos EUA),,notebooks,2023-08-31 13:40:54
Laptop para Jogos Resolução 2K IPS 156 Polegadas para Windows11 para Office (12+256G plugue americano),,notebooks,2023-08-31 13:40:54
Computador Portátil de 16 Polegadas Portátil para Jogos 16G 128G Bluetooth4.2 Corpo de Metal de Tela Dupla para Trabalho para 11 (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Ultrafino 2.4G 5G WiFi 100-240V Desbloqueio de Impressão Digital Liga de Alumínio 156 Polegadas Laptop 25k Tela IPS para 11 para Jogos (16 GB DDR4 + SSD de 512 GB,,notebooks,2023-08-31 13:40:54
Laptop 156 Polegadas 100-240V 4 Núcleos 4 Threads 11 Laptop 1920x1080P FHD para Jogos (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Empresarial 4500mAh 16GB RAM 2.9GHz Turbo 14 Polegadas 1.9MP Câmera Digital Laptop Tea Black para Jogo para Ensino à Distância (16 GB + 256 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop HD de 141 Polegadas 1920x1080 8GB DDR4 Notebook Computer USB 3.0 100-240V Suporta Cartão de Memória para Jogos para 11 Pro (plugue da ue 512 GB),,notebooks,2023-08-31 13:40:54
Laptop para Jogos de 156 Polegadas para Windows 11 16 GB de RAM DDR4 Teclado Retroiluminado N5015 Quad Core 8 Threads 24 G 5G Dual WiFi Bluetooth 4.2 5000MAh (16G+1T UE),,notebooks,2023-08-31 13:40:54
156 Polegadas para Windows 11 16 GB de RAM DDR4 Laptop para Jogos Com Teclado Retroiluminado CPU N5015 Quad Core 24G 5G Dual WiFi 5000mAh Rotação de 180 Graus (16G+1T EUA),,notebooks,2023-08-31 13:40:54
PC Portátil 8 GB DDR4 RAM 141 Polegadas FHD Laptop Multiângulos para Processador Celeron J4105 Multifuncional Ultrafino para Jogos para 10,,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Processador Prateado de 11ª Geração N5095 Office Notebook 16 GB RAM 128 G Expansível 100‑240 V para 10 11 Compatível para Jogos,,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Notebook de Escritório Quad Core 5000mAh Multi Interface 16GB RAM Processador N5095 de 11ª Geração para 10 11 Compatível para Jogos,,notebooks,2023-08-31 13:40:54
Laptop Digital 16 Polegadas Turbo 29 GHz Portátil Teclado Portátil Desbloqueado Com Impressão Digital Com Tampa de Substituição para Vídeo de Jogos (16 GB + 256 GB plugue,,notebooks,2023-08-31 13:40:54
Laptop Ultrafino para Windows 10 Laptop para Jogos Com Teclado Retroiluminado 16 RAM SSD 512G CPU I7 de 6ª Geração Tela FHD de 156 Polegadas 5.000 MAh Cinza (UE),,notebooks,2023-08-31 13:40:54
Laptop Ultrafino para Windows 10 Laptop para Jogos Com Teclado Retroiluminado 16 RAM SSD de 256 GB CPU I7 Tela FHD de 156 Polegadas 5.000 MAh Cinza Prateado (EUA),,notebooks,2023-08-31 13:40:54
mewmewcat X8S Laptop ultrafino de 156 polegadas 1366 * 768 IPS Celeron J4125 12G Memória 256G SSD Computador portátil para escritório e jogoscaderno,"1.394,",notebooks,2023-08-31 13:40:54
Laptop Leve Fino Laptop HD de 141 Polegadas 1920x1080 Com Suporte para Cartão de Memória 100-240V Dual Core para 11 Pro para Jogos (plugue americano 256 GB),"1.319,",notebooks,2023-08-31 13:40:54
Laptop HD de 141 Polegadas 1920 X 1080 USB 3.0 Notebook 8 GB DDR4 100-240 V para Jogos (plugue americano 512 GB),"1.167,",notebooks,2023-08-31 13:40:54
Laptop Empresarial 4096 Pressure 156 pol. Laptop para Jogos Com Tela Sensível Ao Toque para Família (plugue americano 1TB),,notebooks,2023-08-31 13:40:54
Laptop Empresarial 141 Polegadas FHD Liga de Alumínio Laptop para Jogos Câmera Frontal 5000 MAh Bateria para Escola (SSD de 12 GB DDR4 + 256 GB Plugue do Reino Unido),,notebooks,2023-08-31 13:40:54
Laptop para Jogos 12 GB DDR5 RAM Multimodo 156 pol. Tablet Com Tela Sensível Ao Toque para Viagem (plugue da ue 1TB),"2.818,",notebooks,2023-08-31 13:40:54
Laptop de Tela Dupla 156 Pol IPS 1920 X 1080 HD Business Laptop Com Tela de Caligrafia de 7 Pol TP CPU N5105 Leitor de Impressão Digital Laptop para Jogos para Win 11 (16 GB + 1 TB Plugue UE 100-240V),,notebooks,2023-08-31 13:40:54
Laptop Empresarial Notebook Inteligente Tea Black 1920X1200 Resolução 19 MP Câmera para Windows 11 Gaming (16 GB + 128 GB plugue americano),,notebooks,2023-08-31 13:40:54
Computador Portátil de 16 Polegadas Suporte de Tela Dupla de Corpo de Metal Placas Gráficas Duplas Bateria de 13600 MAh Laptop para Jogos para Trabalho para 11 (Plugue dos EUA),,notebooks,2023-08-31 13:40:54
Laptop de 16 Polegadas 16 GB de RAM Resolução de 2560 X 1600 Notebook Portátil para Jogos Com Teclado Mecânico Desbloqueio por Impressão Digital Câmera Com Plugue Magnético (16 GB + 512 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop Inteligente Quad Core Tea Black Portable Laptop 1.9MP Câmera 1920X1200 Resolução 16GB RAM 2.9GHz Turbo para Jogo para Ensino à Distância (16 GB + 1 TB Plugue UE 100‑240 V),,notebooks,2023-08-31 13:40:54
Laptop Digital Tea Black 2.9GHz Turbo Quad Core Laptop Portátil Câmera 1.9MP Resolução 1920X1200 para Jogo para Ensino à Distância (16 GB + 512 GB plugue da ue),"1.616,",notebooks,2023-08-31 13:40:54
Laptop Portátil Resolução de 2560X1600 Quad Core 1.9MP Câmera 16 Polegadas Digital Laptop Polímero Bateria de Lítio Com Adaptador de Energia para Jogos para Vídeo (16 GB + 256 GB Plugue EUA 100‑240 V),"2.278,",notebooks,2023-08-31 13:40:54
Laptop de Negócios Laptop Inteligente 29 GHz Turbo 4500 MAh 19 MP Câmera Resolução 1920X1200 chá Preto para 11 para Jogos (16 GB + 128 GB plugue da ue),"1.800,",notebooks,2023-08-31 13:40:54
Mini PC Portátil 100-240 V 60 Polegadas BT 5.2 Laptop Tablet PC para Jogos (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Empresarial Resolução 1920X1200 4500mAh 14 Polegadas 16GB RAM Digital Laptop Tea Black para Jogo para Ensino à Distância (16 GB + 128 GB plugue americano),"1.532,",notebooks,2023-08-31 13:40:54
Laptop HD de 156 Polegadas 16 GB de RAM 128 G Expansível Laptop de Escritório Multi-interface para Jogos,,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas Interfaces Ricas Multifuncionais 8 GB DDR4 RAM para Processador Celeron J4105 Laptop PC Ultrafino para Jogos para 10,,notebooks,2023-08-31 13:40:54
Notebook de Escritório de 156 Polegadas Prata 100‑240 V Quad Core para 10 11 Compatível Com Jogos,,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas 16 GB de RAM Quad Core Multi Interface Office Notebook Silver 5000mAh para 10 11 Compatível para Jogos,,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas CPU de 100-240 V 28 Ghz Alto-falantes Duplos para Jogos para 11 (plugue americano),,notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 64g 1tb Ssd 3060 6g 156 Fhd,"11.349,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 64g 256 Ssd 3060 6g 156 Fhd,"10.799,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 32g 4tb Ssd 3060 6g 156 Fhd,"12.149,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 64g 512 Ssd 3060 6g 156 Fhd,"10.999,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 32g 1tb Ssd 3060 6g 156 Fhd,"10.649,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 32g 256 Ssd 3060 6g 156 Fhd,"10.149,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 8g 256 Ssd 3060 6g 156 Fhd,"8.949,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 8g 512 Ssd 3060 6g 156 Fhd,"9.099,",notebooks,2023-08-31 13:40:54
Laptop Fino de 141 Polegadas Laptop de Jogos Com Tela FHD IPS de 1920 * 1080P para Processador Intel Celeron J4105 Laptop Comercial de 8 GB de RAM Aberto Em 0-180 ° (512 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Tablet Micro Edge 12 GB DDR5 RAM 156 pol. Tela Sensível Ao Toque Laptop para Jogos para Viagem (12 GB + 512 GB plugue americano),,notebooks,2023-08-31 13:40:54
Asus ROG Flow X13 GV301 GV301RC-PH74 13.4 Tela sensível ao toque conversível 2 em 1 notebook para jogos - Full HD Plus - 1920 x 1200 - AMD Ryzen 7 6800HS Octa-core [8 Core] - 16 GB RAM total - 16 GB de memória integrada,,notebooks,2023-08-31 13:40:54
Laptop Empresarial 2.4G 5G WiFi 8GB DDR4 RAM 100-240V Ultrafino 156 Polegadas Laptop para 11 para Jogos (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Empresarial Tela de Toque de 156 Polegadas Retroiluminada RGB 12 GB DDR5 RAM 4096 Nível de Pressão Laptop para Jogos Dobrável Em 180 Graus para a Família (12 GB + 1 TB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop Ultrafino Laptops de 141 Polegadas Computador 12 GB 512 GB 28 Ghz CPU 100-240 V Microfones Duplos BT4.2 para Windows 11 para Jogos (plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas Microfones Duplos para Laptop de 12 GB e 512 GB 100-240 V para Windows 11 para Jogos (plugue da ue),"1.778,",notebooks,2023-08-31 13:40:54
Laptop Ultrafino Câmera HD 1920x1200 Resolução 100-240V 2.8Ghz CPU 14.1 Polegada Laptop Microfones Duplos 12GB 512GB para Jogos para Windows 11 (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas 16 GB de RAM Silver Multi-Interface 11ª Geração N5095 Processador Quad Core Laptop Office para Windows 11 Pro para Jogos (1T plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Cinza 5000mAh 16GB RAM Multi Interfaces Business Notebook 100-240V para Jogos Compatível Com Windows 10 11 (256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas 2 Em 1 1080P HD Lightweight Office Gaming Laptop Com Tela IPS FHD 8G DDR4 Memory WIFI BT4.0 2xUSB3.0 Port 180 ° Open Multi Angles Computer Laptop for (1T plugue americano),,notebooks,2023-08-31 13:40:54
"Lenovo Ideapad Gaming 3 156"" FHD Gaming Laptop 120Hz AMD Ryzen 7-7735HS 16GB RAM 512GB SSD NVIDIA GeForce RTX 4050 Windows 11 Onyx Cinza","8.735,",notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas 100-240V Com Suporte para Cartão de Memória e Luz Fina para Laptop 1920x1080 para Jogos para 11 Pro (plugue americano 1 TB),,notebooks,2023-08-31 13:40:54
Laptop de Negócios 100-240V 156 Polegadas Laptop Ultrafino Resfriamento Rápido 128 GB SSD ROM para 11 para Jogos (plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop Portátil para Windows 10 Laptop para Jogos Com Teclado Retroiluminado 8 GB de RAM Armazenamento de 256 GB CPU I7 Tela FHD de 156 Polegadas 5.000 MAh Cinza (UE),,notebooks,2023-08-31 13:40:54
Laptop de Escritório Computador Portátil 100-240V 3K IPS Display 2.70GHz 6000mAh Bateria 8GB RAM 1TB ROM para Jogo (8+1 TB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas LPDDR4 de 16 GB para Windows 11 para Processador Intel Celeron N5095 Laptop para Jogos de até RWD 29 GHz Com Desbloqueio de Impressão (16GB+128GB),,notebooks,2023-08-31 13:40:54
Notebook Gamer Predator Triton 300 PT314-52S-761Z i7 12ª Windows 11 Home 16GB 1TB SSD RTX 3060 14',"13.099,",notebooks,2023-08-31 13:40:54
Laptop de Escritório CPU Quad Core 5000mAh 100-240V 156 Polegadas Alto-falante Duplo para Jogos (16+256G Plugue dos EUA),,notebooks,2023-08-31 13:40:54
156 Em Laptop Gaming Windows 11 Computador Portátil (Intel N5095 16GB de RAM 64GB de Armazenamento Webcam) Peso e Desempenho FHD 1920x1080 IPS (16+512G plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop de Tela Dupla de 16 Polegadas Suporte para Placas Gráficas Duplas Laptop para Jogos Teclado Numérico de Tamanho Completo para Windows 11 para Processador Core I7 16 GB (Plugue UE),,notebooks,2023-08-31 13:40:54
Laptop Portátil Câmera de 19 MP Teclado Mecânico Resolução de 2560 X 1600 Polímero Bateria de Lítio Laptop Digital Com Adaptador de Energia para Vídeo para Jogos (16 GB +,"2.141,",notebooks,2023-08-31 13:40:54
PC Portátil 60 Polegadas 100-240 V 8 Núcleos 16 Fios 2402 Mbps Laptop Tablet PC para Jogos (plugue americano),,notebooks,2023-08-31 13:40:54
Portátil Ultrafino 100-240V 12GB 512GB Portátil 141 Polegadas 1920x1200 Resolução 2.8Ghz CPU BT4.2 para 11 Gaming (plugue americano),,notebooks,2023-08-31 13:40:54
Tablet Portátil Laptop para Jogos Micro Edge 156 Polegadas Tela Sensível Ao Toque 4096 Nível de Pressão para Escola (12 GB + 256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Tela Sensível Ao Toque IPS Tela Sensível Ao Toque Grande Angular de 1280 X 800 para Jogos,,notebooks,2023-08-31 13:40:54
Computador Portátil Portátil FHD de 141 Polegadas 8 GB DDR4 RAM Ultrafino Multifuncional para Jogos para 11,,notebooks,2023-08-31 13:40:54
Laptop para Jogos de Escritório FHD de 141 Polegadas Processador J4105 DDR4 de 8 GB Suporte para Abertura de 180 Graus WIFI Bluetooth para Streaming Cursos On-line (256 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop FHD de 156 Polegadas Laptop Fino para Jogos de Escritório Desbloqueio por Impressão Digital Resolução de 1920 X 1080 Sistema Windows 10 11 Bluetooth 4.0 WIFI (1T plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas Laptop Ultrafino Com Tela Sensível Ao Toque Full HD 4K Com Desbloqueio por Impressão Digital Laptop para Jogos de Escritório Com Giro de 360° para (plugue americano 512 GB),,notebooks,2023-08-31 13:40:54
Computador Portátil CPU de 20 GHz FHD Display Prata Laptop 100-240 V 5G WiFi para Jogos (plugue americano),,notebooks,2023-08-31 13:40:54
Laptop para Jogos Tablet para Laptop 4096 Nível de Pressão RGB Tela de Toque Retroiluminada 156 Polegadas para Viagens (12 GB + 256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop Empresarial Laptop para Jogos 4096 Nível de Pressão 12 GB DDR5 RAM RGB Retroiluminado Tela Sensível Ao Toque de 156 Polegadas para Viagens (12 GB + 1 TB plugue americano),"3.295,",notebooks,2023-08-31 13:40:54
"MSI Katana GF66 156"" 244Hz FHD Gaming Laptop Intel Core i9-12900H RTX3070TI 16GB 1TBNVMe SSD Win11 - Preto (12UGSOK-1046)","10.940,",notebooks,2023-08-31 13:40:54
Mini Console de Jogos Portátil de 6 Polegadas para GPD para WIN4 para Windows 11 1920x1080 Touchscreen Laptop Tablet PC Processador 7 6800U 16GB RAM 1TB ROM 40Gbps 5G WiFi,,notebooks,2023-08-31 13:40:54
Laptop 7000mAh CPU Quad Core 156 Polegadas Laptop para Jogos para Escola (12+1 TB plugue da ue),,notebooks,2023-08-31 13:40:54
"Notebook Gamer Dell G15-i1300-U20P 15.6"" FHD 13ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Linux","6.269,",notebooks,2023-08-31 13:40:54
Laptop Inteligente Turbo de 29 GHz 16 GB de RAM 4500 MAh Laptop Comercial de 14 Polegadas Preto chá para 11 para Jogos (16 GB + 512 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop para Jogos Laptop Empresarial Com Tela Sensível Ao Toque de 156 Polegadas Sensor de Gravidade RAM DDR5 de 12 GB para Família (12 GB + 1 TB plugue da ue),"2.805,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 64g 4tb Ssd 3060 6g 156 Fhd,"12.799,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 32g 128 Ssd 3060 6g 156 Fhd,"10.049,",notebooks,2023-08-31 13:40:54
Notebook Dell Gamer Amd 7-6800h 16g 128 Ssd 3060 6g 156 Fhd,"9.099,",notebooks,2023-08-31 13:40:54
Laptop para Jogos de Escritório FHD de 156 Polegadas R5 5600U DDR4 de 16 GB Suporte para Carregamento Rápido PD WIFI Bluetooth para Streaming Cursos On-line (1T plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop para Jogos de Escritório FHD de 156 Polegadas I7 1165G7 DDR4 de 16 GB Suporte para Desbloqueio por Impressão Digital Câmera HD de 2 MP WIFI Bluetooth Windows 10 11 (1T plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop Full HD de 156 Polegadas Laptop Fino para Jogos de Escritório Com Teclado Retroiluminado Processador N4500 Bateria Integrada de 5.000 MAh DDR4 de 8 GB e SSD de 128 GB (plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop FHD de 156 Polegadas Laptop Fino para Jogos de Escritório Suporte WIFI de Banda Dupla 24G 5G DDR4 de 8 GB SSD de 128 GB Resolução de 1920x1080P para Sistema (plugue americano),,notebooks,2023-08-31 13:40:54
Tablet Portátil 156 Polegadas Tela Sensível Ao Toque Laptop para Jogos RGB Retroiluminado 4096 Imprensa para Escola (plugue americano 1TB),,notebooks,2023-08-31 13:40:54
HP - Laptop para jogos Victus de 156 polegadas - Intel Core i5-12450H - 8 GB de memória - NVIDIA GeForce GTX 1650 - SSD de 512 GB - Mica Silver - Modelo 15-fa0031dx,"5.409,",notebooks,2023-08-31 13:40:54
Laptop para Jogos de 16 Polegadas para Windows 11 IPS 2.4K 2560x1600 16GB Laptop Com Teclado Mecânico 11º Processador N5105 Bluetooth WiFi Laptop Portátil (16 GB + 1 TB UE),,notebooks,2023-08-31 13:40:54
de telefone de tela sensível ao toque | antiderrapantes para tela sensível ao toque | tecnológicas femininas antiderrapantes respiráveis ​​de alta elasticidade para jogar no celular Dedaiby,"65,",notebooks,2023-08-31 13:40:54
Notebook Empresarial Câmera 2MP 100‑240 V Cinza 5.000 MAh 156 Polegadas FHD Laptop 16 GB RAM para Jogos (1T plugue da ue),,notebooks,2023-08-31 13:40:54
Computador Portátil 8 GB DDR4 RAM Ultra Slim Multifuncional 141 Polegadas Laptop Multi Ângulos WiFi para Windows 11 para Jogos (256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Câmera de 2MP 5000mAh I7 1165G7 11ª Geração CPU Laptop Empresarial de Alta Velocidade Cinza 16 GB de RAM Com Leitor de Impressão Digital para Windows 11 Pro para Jogos (256 GB plugue da ue),,notebooks,2023-08-31 13:40:54
Laptop FHD de 156 Polegadas 16 GB de RAM de Alta Velocidade I7 1165G7 CPU de 11ª Geração Multi Interfaces Laptop de Negócios Com Leitor de Impressão Digital para Jogos (1T plugue da ue),,notebooks,2023-08-31 13:40:54
Notebook Empresarial Várias Interfaces 16 GB RAM 156 Polegadas FHD Laptop 100-240 V 5000 MAh I7 1165G7 CPU Jogos de 11ª Geração para Windows 11 Pro (512 GB plugue da ue),"4.258,",notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas Interfaces Ricas Em PC para Laptop Multifuncional 100-240 V 8 GB DDR4 RAM para Jogos para Windows 10 (1T plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 141 Polegadas 8 GB DDR4 RAM WiFi Intel Celeron J4105 1920 X 1080 PC Móvel Multifuncional para Jogos para Windows 10 (256 GB plugue americano),,notebooks,2023-08-31 13:40:54
Computador Portátil 1920 X 1080 141 Polegadas WiFi Ultrafino 8 GB DDR4 RAM para Jogos (1T plugue americano),,notebooks,2023-08-31 13:40:54
Computador Portátil 100-240V 8GB DDR4 RAM Interfaces Ricas 141 Polegadas FHD Laptop Ultrafino Multifuncional para Windows 10 para Jogos (256 GB plugue da ue),,notebooks,2023-08-31 13:40:54
PAPAPI X8S Laptop ultrafino de 156 polegadas 1366 * 768 IPS Celeron J4125 12G Memória 256G SSD Computador portátil para escritório e jogos,"1.738,",notebooks,2023-08-31 13:40:54
Laptop para Jogos Com Câmera para Escritório Com Tela FHD de 156 Polegadas para Trabalho (8+256G plugue da ue),,notebooks,2023-08-31 13:40:54
LOUJIN X8S Laptop ultrafino de 156 polegadas 1366 * 768 IPS Celeron J4125 12G Memória 256G SSD Computador portátil para escritório e jogos,"2.014,",notebooks,2023-08-31 13:40:54
Laptop para Jogos Laptop Empresarial 16 GB RAM Quad Core CPU Câmera Magnética 156 Polegadas para Estudo (16G+128G plugue americano),,notebooks,2023-08-31 13:40:54
Laptop para Jogos Bateria de 13600mAh Tela Dupla 16 Polegadas Laptop 16G 128G para Windows 11 para Leitura (Plugue UE),,notebooks,2023-08-31 13:40:54
Laptop Ultrafino Laptop para Jogos de 16in Tela de Toque UHD de 14 2K Processador Intel Core I7 SSD de 64 GB DDR4 de 16 GB Placas Gráficas Duplas HDMI Webcam Windows11,,notebooks,2023-08-31 13:40:54
Laptop de Tela Dupla 16 Pol 14 Pol. Laptop de Tela Dupla 100-240 V 13600 MAh Bateria para Win11 para Jogos (Plugue dos EUA),,notebooks,2023-08-31 13:40:54
Laptop Prateado 5G WiFi 2.0GHz CPU Notebook 100-240V para Jogos (plugue americano),"1.992,",notebooks,2023-08-31 13:40:54
Laptop de Escritório Computador Portátil IPS Display 12 GB RAM 512 GB ROM Quad Core CPU Leitor de Impressão Digital 156 Polegadas para Jogos (12+512G plugue americano),,notebooks,2023-08-31 13:40:54
Laptop de 156 Polegadas Leitor de Impressão Digital para Jogos de 7000 MAh Tela IPS Ouro Rosa para Casa (12+512G plugue americano),,notebooks,2023-08-31 13:40:54
